,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
29,600519.SH,20210722,1960.0,1973.9,1938.96,1940.01,1969.0,-28.99000000000001,-1.4723,39090.47,7619076.855
30,600519.SH,20210721,1989.0,2006.0,1962.01,1969.0,1980.0,-11.0,-0.5556,29780.13,5902656.221
31,600519.SH,20210720,1975.0,1988.93,1961.41,1980.0,1975.0,5.0,0.2532,23475.21,4639300.956
32,600519.SH,20210719,1955.89,1986.0,1941.0,1975.0,1955.9,19.09999999999991,0.9765,30052.34,5900348.21
33,600519.SH,20210716,1980.0,1996.6,1950.0,1955.9,1997.99,-42.08999999999992,-2.1066,35407.64,6958296.859
34,600519.SH,20210715,1955.02,2013.0,1950.6,1997.99,1962.0,35.99000000000001,1.8344,42190.05,8391506.229
35,600519.SH,20210714,1974.0,1974.5,1945.0,1962.0,1982.9,-20.90000000000009,-1.054,30770.69,6011814.88
36,600519.SH,20210713,1968.0,2005.5,1965.0,1982.9,1961.0,21.90000000000009,1.1168,29924.71,5946287.259
37,600519.SH,20210712,1975.55,1998.78,1940.5,1961.0,1972.11,-11.1099999999999,-0.5634,39010.24,7658786.228
38,600519.SH,20210709,1964.52,1985.91,1945.0,1972.11,1985.0,-12.8900000000001,-0.6494,30907.9,6072340.993
39,600519.SH,20210708,2000.1,2004.0,1968.0,1985.0,2004.0,-19.0,-0.9481,35516.69,7027713.78
40,600519.SH,20210707,2010.0,2028.88,1999.01,2004.0,2012.9,-8.900000000000091,-0.4421,28122.12,5658210.73
41,600519.SH,20210706,1995.0,2014.0,1960.01,2012.9,1994.0,18.90000000000009,0.9478,35282.51,7015883.091
42,600519.SH,20210705,2000.0,2019.88,1985.0,1994.0,2013.0,-19.0,-0.9439,34420.95,6872797.768
43,600519.SH,20210702,2075.0,2075.0,2011.5,2013.0,2105.0,-92.0,-4.3705,46275.31,9388640.194
44,600519.SH,20210701,2059.97,2110.0,2031.6,2105.0,2056.7,48.30000000000018,2.3484,33701.24,6970730.878
45,600519.SH,20210630,2065.0,2074.0,2046.3,2056.7,2062.0,-5.300000000000182,-0.257,21915.66,4511484.217
46,600519.SH,20210629,2108.0,2115.0,2051.0,2062.0,2103.01,-41.01000000000022,-1.9501,33030.63,6835635.172
47,600519.SH,20210628,2100.0,2118.0,2073.0,2103.01,2092.0,11.010000000000218,0.5263,27452.42,5750241.214
48,600519.SH,20210625,2049.96,2109.0,2042.6,2092.0,2048.76,43.23999999999978,2.1105,35875.43,7459680.452
49,600519.SH,20210624,2020.9037,2060.5191,2002.0717,2048.6811,2018.9125,29.76859999999988,1.4745,31473.7,6452557.073
50,600519.SH,20210623,2060.5191,2063.491,2015.0986,2018.9125,2055.5362,-36.6237000000001,-1.7817,37079.01,7596735.684
51,600519.SH,20210622,2072.4067,2078.3505,2034.6537,2055.5362,2062.1438,-6.60759999999982,-0.3204,33228.18,6900830.616
52,600519.SH,20210621,2065.4723,2080.0247,2030.8001,2062.1438,2071.3567,-9.21289999999999,-0.4448,35488.26,7367986.471
53,600519.SH,20210618,2126.8916,2136.3026,2045.6596,2071.3567,2136.7088,-65.35210000000006,-3.0585,54028.21,11329180.836
54,600519.SH,20210617,2135.4606,2167.5076,2124.2764,2136.7088,2137.7886,-1.0797999999999774,-0.0505,21067.53,4558702.643
55,600519.SH,20210616,2171.4702,2174.4421,2127.8823,2137.7886,2172.4608,-34.672199999999975,-1.596,27593.15,5978924.528
56,600519.SH,20210615,2174.5411,2188.1921,2127.8823,2172.4608,2158.4037,14.057099999999991,0.6513,29361.3,6412821.567
57,600519.SH,20210611,2218.03,2222.9831,2158.4037,2158.4037,2217.5148,-59.11110000000008,-2.6656,33970.66,7513797.036
58,600519.SH,20210610,2174.4421,2230.2841,2169.5681,2217.5148,2178.8999,38.614900000000034,1.7722,25566.63,5707338.424
59,600519.SH,20210609,2171.4702,2193.2641,2139.8788,2178.8999,2170.4795,8.420399999999972,0.388,25502.35,5591378.817
60,600519.SH,20210608,2238.8333,2258.6361,2140.9091,2170.4795,2249.7303,-79.25080000000025,-3.5227,47313.63,10479943.156
61,600519.SH,20210607,2243.7865,2257.6553,2219.0305,2249.7303,2230.4129,19.31740000000036,0.8661,25466.27,5756592.694
62,600519.SH,20210604,2194.2547,2266.571,2193.3037,2230.4129,2201.4071,29.00579999999991,1.3176,31422.19,7058715.115
63,600519.SH,20210603,2199.2079,2239.1701,2189.3808,2201.4071,2201.1892,0.21790000000009968,0.0099,23450.31,5242453.019
64,600519.SH,20210602,2228.9269,2242.7958,2187.4986,2201.1892,2219.9617,-18.772500000000036,-0.8456,22862.77,5088908.384
65,600519.SH,20210601,2201.1892,2227.8868,2185.339,2219.9617,2197.2267,22.734999999999673,1.0347,30616.34,6832594.466
66,600519.SH,20210531,2194.7501,2197.5734,2151.6575,2197.2267,2209.1143,-11.88760000000002,-0.5381,31739.0,6960864.26
67,600519.SH,20210528,2219.9815,2228.9269,2184.8536,2209.1143,2223.9738,-14.859500000000025,-0.6682,25807.31,5741331.986
68,600519.SH,20210527,2190.312,2298.2713,2180.4849,2223.9738,2199.2079,24.76590000000033,1.1261,45373.38,10240368.98
69,600519.SH,20210526,2187.3005,2220.8037,2172.54,2199.2079,2173.9467,25.261199999999917,1.162,38604.2,8558038.174
70,600519.SH,20210525,2065.4723,2179.4943,2065.4723,2173.9467,2051.8907,122.05600000000004,5.9485,67756.95,14636718.75
71,600519.SH,20210524,2031.7907,2060.5786,2011.9781,2051.8907,2022.9741,28.916600000000017,1.4294,32548.08,6705879.397
72,600519.SH,20210521,2035.8325,2060.4003,2017.9417,2022.9741,2039.5969,-16.622800000000097,-0.815,24248.23,4976601.458
73,600519.SH,20210520,2054.5753,2054.6744,2026.2036,2039.5969,2029.8095,9.787399999999934,0.4822,21857.16,4500663.211
74,600519.SH,20210519,2039.7158,2055.3777,2020.8938,2029.8095,2040.0229,-10.213399999999865,-0.5007,22409.72,4606452.358
75,600519.SH,20210518,2045.6596,2057.5472,2025.9064,2040.0229,2038.6856,1.3372999999999138,0.0656,17504.28,3595891.742
76,600519.SH,20210517,2006.1333,2065.6704,2006.1333,2038.6856,1991.0261,47.65949999999998,2.3937,44524.0,9178509.985
77,600519.SH,20210514,1963.437,2011.4827,1957.4932,1991.0261,1953.0353,37.990800000000036,1.9452,35611.29,7150302.044
78,600519.SH,20210513,1947.3392,1966.4584,1934.7086,1953.0353,1965.4182,-12.382900000000063,-0.63,25077.51,4934954.969
79,600519.SH,20210512,1930.8253,1980.2778,1930.7461,1965.4182,1940.6524,24.765800000000127,1.2762,32698.87,6473203.286
80,600519.SH,20210511,1858.4298,1947.5868,1855.755,1940.6524,1861.4314,79.221,4.2559,42494.12,8209251.914
81,600519.SH,20210510,1882.205,1891.1207,1848.5333,1861.4314,1885.1769,-23.745499999999993,-1.2596,46003.18,8677753.608
82,600519.SH,20210507,1946.5962,1949.5483,1883.1956,1885.1769,1940.6524,-55.47550000000001,-2.8586,52493.39,10101703.446
83,600519.SH,20210506,1981.2684,1988.0443,1934.7086,1940.6524,1987.9849,-47.33249999999998,-2.3809,53546.14,10584968.907
84,600519.SH,20210430,2007.0249,2016.9312,1984.9436,1987.9849,2007.3815,-19.396600000000035,-0.9663,38401.37,7723747.038
85,600519.SH,20210429,2027.8678,2030.7407,1995.1373,2007.3815,2022.875,-15.49350000000004,-0.7659,41283.78,8370431.228
86,600519.SH,20210428,1991.1747,2028.3235,1984.2403,2022.875,2074.8239,-51.94889999999987,-2.5038,81342.95,16463574.637
87,600519.SH,20210427,2067.5328,2075.6263,2045.7488,2074.8239,2058.3596,16.464300000000094,0.7999,22107.85,4607779.002
88,600519.SH,20210426,2112.0321,2115.004,2054.1791,2058.3596,2089.1881,-30.828500000000076,-1.4756,34045.11,7160836.874
89,600519.SH,20210423,2036.7142,2100.0256,2033.2767,2089.1881,2036.2486,52.93949999999995,2.5999,33462.77,7002695.288
90,600519.SH,20210422,2070.3264,2079.3412,2032.2861,2036.2486,2060.5191,-24.270500000000084,-1.1779,26850.02,5539295.656
91,600519.SH,20210421,2056.5566,2078.1524,2045.7587,2060.5191,2075.1805,-14.661399999999958,-0.7065,26149.75,5446145.952
92,600519.SH,20210420,2051.7025,2109.0602,2050.6128,2075.1805,2068.4442,6.736300000000028,0.3257,28290.37,5949669.953
93,600519.SH,20210419,2035.7533,2078.7072,2013.9593,2068.4442,2035.7335,32.71069999999986,1.6068,31753.91,6610577.917
94,600519.SH,20210416,2006.1135,2048.6315,1993.156,2035.7335,1996.7223,39.011200000000144,1.9538,30293.7,6183895.054
95,600519.SH,20210415,2011.879,2027.7291,1971.3621,1996.7223,2027.8282,-31.10590000000002,-1.534,34366.21,6903769.49
96,600519.SH,20210414,2015.9406,2028.8188,1997.1185,2027.8282,2002.0717,25.75649999999996,1.2865,24114.65,4908790.023
97,600519.SH,20210413,2001.0811,2030.602,1990.1841,2002.0717,1990.0751,11.996599999999944,0.6028,28992.15,5883787.293
98,600519.SH,20210412,1992.1654,2010.9874,1973.0461,1990.0751,2001.0811,-11.006000000000085,-0.55,31943.07,6409917.318
99,600519.SH,20210409,2022.875,2034.7626,1986.2315,2001.0811,2050.6128,-49.53169999999977,-2.4155,28808.86,5832453.812
100,600519.SH,20210408,2027.8579,2059.5285,2024.8563,2050.6128,2041.6971,8.915699999999788,0.4367,28547.62,5893307.514
101,600519.SH,20210407,2084.3538,2097.4698,2030.8001,2041.6971,2106.118,-64.42089999999985,-3.0588,40200.97,8317799.925
102,600519.SH,20210406,2140.7605,2141.7313,2082.6103,2106.118,2141.7511,-35.63310000000001,-1.6637,32741.77,6967525.037
103,600519.SH,20210402,2036.7439,2144.723,2036.7439,2141.7511,2025.3516,116.39949999999999,5.7471,52027.57,10981752.658
104,600519.SH,20210401,2002.0717,2027.6301,1982.477,2025.3516,1990.1841,35.16750000000002,1.767,26587.63,5379775.87
105,600519.SH,20210331,2025.946,2026.8574,1981.2684,1990.1841,2036.7934,-46.609300000000076,-2.2884,37154.41,7489086.233
106,600519.SH,20210330,2020.8938,2066.4629,2016.0198,2036.7934,2015.049,21.74440000000004,1.0791,32626.97,6717493.35
107,600519.SH,20210329,2024.0638,2076.716,2007.1735,2015.049,1994.1466,20.902399999999943,1.0482,56992.2,11740129.413
108,600519.SH,20210326,1966.4089,2003.0623,1939.6618,1994.1466,1952.54,41.60660000000007,2.1309,50016.42,9987629.444
109,600519.SH,20210325,1951.5593,1970.2525,1928.5667,1952.54,1970.3714,-17.83140000000003,-0.905,31575.23,6216733.244
110,600519.SH,20210324,1962.4463,1994.1466,1962.4463,1970.3714,1977.3059,-6.934500000000071,-0.3507,29357.39,5857848.16
111,600519.SH,20210323,1980.1589,1989.986,1951.5494,1977.3059,1971.3521,5.953800000000001,0.302,27446.19,5459520.703
112,600519.SH,20210322,1981.3675,2007.114,1937.2347,1971.3521,1991.1747,-19.822599999999966,-0.9955,36914.07,7323391.311
113,600519.SH,20210319,2015.9406,2023.8657,1973.5712,1991.1747,2050.3156,-59.140899999999874,-2.8845,35780.77,7211521.835
114,600519.SH,20210318,2015.9406,2066.8196,2015.9406,2050.3156,2011.3441,38.97149999999988,1.9376,33864.88,6997030.294
115,600519.SH,20210317,1981.2684,2030.8001,1957.5031,2011.3441,1991.6701,19.673999999999978,0.9878,31374.91,6352656.523
116,600519.SH,20210316,1956.4332,2001.0712,1946.5962,1991.6701,1956.9483,34.72180000000003,1.7743,34648.5,6918600.717
117,600519.SH,20210315,2030.8001,2050.4147,1932.8759,1956.9483,2007.0249,-50.07659999999987,-2.4951,62484.87,12459955.712
118,600519.SH,20210312,2050.6128,2057.5472,1983.2596,2007.0249,2028.8188,-21.79390000000012,-1.0742,40322.51,8181594.631
119,600519.SH,20210311,1956.5025,2060.5092,1943.1092,2028.8188,1951.5593,77.25950000000012,3.9589,56768.97,11521736.384
120,600519.SH,20210310,1958.4838,1981.1396,1948.5775,1951.5593,1918.8485,32.710799999999836,1.7047,51171.74,10136910.284
121,600519.SH,20210309,1936.6899,1981.2684,1882.3833,1918.8485,1941.643,-22.79449999999997,-1.174,82265.81,16100769.579
122,600519.SH,20210308,2055.5263,2065.4723,1941.643,1941.643,2040.8154,-99.17239999999993,-4.8594,63099.59,12724245.99
123,600519.SH,20210305,1981.2684,2075.3786,1969.3808,2040.8154,2013.9593,26.85609999999997,1.3335,63779.2,13100315.985
124,600519.SH,20210304,2075.3786,2076.3693,1991.2738,2013.9593,2119.9572,-105.99789999999985,-5.0,65088.29,13297304.316
125,600519.SH,20210303,2020.8938,2129.6357,2013.9593,2119.9572,2038.7252,81.23199999999974,3.9845,54215.46,11366685.429
126,600519.SH,20210302,2159.5826,2159.5826,2013.9593,2038.7252,2137.7886,-99.06339999999977,-4.6339,70764.5,14796698.646
127,600519.SH,20210301,2158.5919,2158.5919,2100.1445,2137.7886,2102.8985,34.890100000000075,1.6591,44916.26,9686945.529
128,600519.SH,20210226,2080.3318,2159.533,2047.9381,2102.8985,2129.8635,-26.965000000000146,-1.266,66525.06,14097015.494
129,600519.SH,20210225,2188.3109,2203.6658,2101.3432,2129.8635,2168.4983,-38.63480000000027,-1.7816,59726.43,12982145.755
130,600519.SH,20210224,2286.3738,2296.2901,2140.2652,2168.4983,2285.3931,-116.89479999999958,-5.1149,82115.78,18195034.445
131,600519.SH,20210223,2243.9251,2322.9282,2243.7865,2285.3931,2266.5909,18.80219999999963,0.8295,57454.6,13316110.795
132,600519.SH,20210222,2432.007,2432.007,2256.8826,2266.5909,2436.9601,-170.36919999999964,-6.9911,78935.47,18498777.223
133,600519.SH,20210219,2428.2029,2473.2768,2359.2944,2436.9601,2447.8571,-10.89700000000039,-0.4452,59385.46,14525164.525
134,600519.SH,20210218,2563.7415,2603.2678,2441.9133,2447.8571,2576.6396,-128.7824999999998,-4.9981,65912.32,16704135.269
135,600519.SH,20210210,2461.726,2576.8377,2461.726,2576.6396,2433.4236,143.2159999999999,5.8854,61370.57,15675929.714
136,600519.SH,20210209,2346.6143,2433.4236,2327.9904,2433.4236,2346.6143,86.8092999999999,3.6993,33296.55,7972930.045
137,600519.SH,20210208,2315.1121,2356.5999,2291.3369,2346.6143,2291.3369,55.2774000000004,2.4125,35785.73,8420758.625
138,600519.SH,20210205,2303.2245,2342.4536,2269.5429,2291.3369,2299.1134,-7.7765000000003965,-0.3382,39729.06,9253566.205
139,600519.SH,20210204,2170.4795,2308.1777,2170.4795,2299.1134,2169.3997,129.71370000000024,5.9792,63851.01,14596930.188
140,600519.SH,20210203,2129.8635,2177.6814,2119.9572,2169.3997,2124.9104,44.48929999999973,2.0937,38714.15,8384049.314
141,600519.SH,20210202,2092.4374,2129.8536,2082.4121,2124.9104,2089.5645,35.345900000000256,1.6915,34582.25,7372233.582
142,600519.SH,20210201,2110.0508,2139.7699,2075.3786,2089.5645,2096.3603,-6.795799999999872,-0.3242,29340.59,6219639.111
143,600519.SH,20210129,2081.5107,2129.3484,2070.6434,2096.3603,2068.4442,27.916099999999915,1.3496,33701.33,7166179.277
144,600519.SH,20210128,2060.5191,2089.9013,2040.7263,2068.4442,2069.4348,-0.9906000000000859,-0.0479,35128.64,7337084.455
145,600519.SH,20210127,2121.8295,2121.8295,2065.4723,2069.4348,2121.8295,-52.39469999999983,-2.4693,37120.17,7809446.387
146,600519.SH,20210126,2164.5357,2166.517,2105.2066,2121.8295,2154.6294,-32.79989999999998,-1.5223,31747.46,6820173.362
147,600519.SH,20210125,2063.491,2159.0872,2063.491,2154.6294,2060.4696,94.1597999999999,4.5698,55957.16,12029474.558
148,600519.SH,20210122,2049.6222,2080.3318,2040.8055,2060.4696,2050.6128,9.856800000000021,0.4807,29247.61,6090260.364
149,600519.SH,20210121,2028.8188,2070.4453,2021.8844,2050.6128,2021.5179,29.094899999999825,1.4393,38310.17,7953455.967
150,600519.SH,20210120,1989.1935,2036.2387,1963.9323,2021.5179,1990.5903,30.927599999999984,1.5537,45082.42,9126453.277
151,600519.SH,20210119,2053.6937,2076.6665,1988.0542,1990.5903,2043.6784,-53.08809999999994,-2.5977,46345.19,9479278.513
152,600519.SH,20210118,2041.7565,2071.8916,2021.1612,2043.6784,2062.5004,-18.82199999999989,-0.9126,39144.04,8076715.79
153,600519.SH,20210115,2095.1913,2114.3601,2009.9968,2062.5004,2114.0134,-51.51299999999992,-2.4367,59509.39,12372103.227
154,600519.SH,20210114,2135.8073,2142.7418,2096.2909,2114.0134,2143.7324,-29.71900000000005,-1.3863,36152.2,7722089.684
155,600519.SH,20210113,2143.7324,2152.975,2115.004,2143.7324,2140.6614,3.0709999999999127,0.1435,34389.93,7418330.854
156,600519.SH,20210112,2068.4442,2140.6614,2065.4723,2140.6614,2080.0643,60.597099999999955,2.9132,41058.59,8800558.288
157,600519.SH,20210111,2070.4255,2130.3588,2039.3196,2080.0643,2070.4255,9.638800000000174,0.4655,51079.9,10768565.415
158,600519.SH,20210108,2121.9385,2130.7353,2043.6982,2070.4255,2119.9572,-49.5317,-2.3364,53861.64,11345202.869
159,600519.SH,20210107,2077.3599,2119.9572,2055.566,2119.9572,2080.3318,39.6253999999999,1.9048,37931.39,7991178.754
160,600519.SH,20210106,2045.4615,2105.0977,2016.9609,2080.3318,2040.1616,40.17020000000002,1.969,47410.2,9882593.867
161,600519.SH,20210105,1971.3621,2040.1616,1963.8927,2040.1616,1978.2965,61.865099999999984,3.1272,52116.05,10592557.37
162,600519.SH,20210104,1981.2486,1986.2117,1965.23,1978.2965,1979.2871,-0.9906000000000859,-0.05,43514.0,8686920.261
163,600519.SH,20201231,1922.821,1980.258,1920.8397,1979.2871,1914.8959,64.39120000000003,3.3626,38860.07,7682300.728
164,600519.SH,20201230,1852.486,1914.8959,1852.476,1914.8959,1849.514,65.38190000000009,3.5351,34452.1,6604461.376
165,600519.SH,20201229,1855.4579,1869.1286,1837.6264,1849.514,1855.4579,-5.9439000000002125,-0.3203,22867.59,4275994.834
166,600519.SH,20201228,1809.4924,1871.1099,1808.9476,1855.4579,1812.8606,42.59730000000013,2.3497,30080.37,5616528.738
167,600519.SH,20201225,1786.1036,1829.7014,1783.1416,1812.8606,1813.1974,-0.3368000000000393,-0.0186,23088.05,4218997.634
168,600519.SH,20201224,1800.973,1841.4701,1778.2082,1813.1974,1824.4015,-11.204099999999926,-0.6141,37857.14,6921989.374
169,600519.SH,20201223,1880.2138,1888.3469,1803.9647,1824.4015,1863.3829,-38.98140000000012,-2.092,47706.09,8901002.262
170,600519.SH,20201222,1832.6435,1881.2044,1825.2534,1863.3829,1825.2435,38.13940000000002,2.0896,40650.6,7618583.444
171,600519.SH,20201221,1822.7669,1833.8917,1820.3894,1825.2435,1827.7201,-2.476599999999962,-0.1355,30696.72,5663526.809
172,600519.SH,20201218,1834.4663,1851.5052,1823.8368,1827.7201,1848.038,-20.31790000000001,-1.0994,27076.98,5020968.993
173,600519.SH,20201217,1828.2154,1850.5047,1822.7669,1848.038,1822.7669,25.271099999999933,1.3864,36030.64,6683421.886
174,600519.SH,20201216,1813.3559,1828.3838,1803.1623,1822.7669,1799.0016,23.765300000000025,1.321,32150.16,5901298.275
175,600519.SH,20201215,1816.3278,1820.013,1788.0947,1799.0016,1811.8699,-12.868299999999863,-0.7102,29604.97,5383582.284
176,600519.SH,20201214,1810.6515,1812.8408,1798.0011,1811.8699,1802.9542,8.915700000000015,0.4945,33052.0,6026813.428
177,600519.SH,20201211,1817.5958,1820.112,1787.9065,1802.9542,1815.7334,-12.779200000000174,-0.7038,30775.79,5595359.665
178,600519.SH,20201210,1822.7669,1832.4454,1810.8793,1815.7334,1822.7669,-7.033500000000004,-0.3859,32653.54,6009239.911
179,600519.SH,20201209,1848.4739,1848.5234,1821.7763,1822.7669,1832.6733,-9.906399999999849,-0.5405,31152.12,5766037.609
180,600519.SH,20201208,1798.0011,1857.4391,1796.0198,1832.6733,1795.4254,37.247899999999845,2.0746,61454.0,11333352.154
181,600519.SH,20201207,1785.8163,1823.1533,1783.6864,1795.4254,1776.3161,19.109300000000076,1.0758,58331.33,10617305.104
182,600519.SH,20201204,1735.5911,1783.2406,1735.5911,1776.3161,1732.6192,43.696899999999914,2.522,62491.19,11176048.847
183,600519.SH,20201203,1721.7321,1739.2168,1715.8775,1732.6192,1721.7321,10.887100000000146,0.6323,29505.78,5147357.781
184,600519.SH,20201202,1729.6473,1732.6192,1714.7878,1721.7321,1720.7316,1.0004999999998745,0.0581,23571.69,4101369.306
185,600519.SH,20201201,1709.8346,1722.703,1703.9007,1720.7316,1697.8579,22.8737000000001,1.3472,28196.2,4891829.153
186,600519.SH,20201130,1718.7503,1722.6138,1697.8579,1697.8579,1721.6232,-23.765300000000025,-1.3804,31940.07,5520322.173
187,600519.SH,20201127,1716.4323,1723.7332,1701.9096,1721.6232,1718.146,3.477200000000039,0.2024,21568.61,3737697.985
188,600519.SH,20201126,1709.8346,1723.6936,1709.0223,1718.146,1710.7064,7.439599999999928,0.4349,23228.3,4027749.313
189,600519.SH,20201125,1745.0021,1752.313,1707.8534,1710.7064,1746.9834,-36.277000000000044,-2.0766,28226.32,4910540.741
190,600519.SH,20201124,1753.4126,1765.8055,1735.0661,1746.9834,1773.4432,-26.45979999999986,-1.492,32465.36,5736960.168
191,600519.SH,20201123,1754.4231,1792.9488,1754.4231,1773.4432,1703.8512,69.59199999999987,4.0844,66637.24,11926870.595
192,600519.SH,20201120,1703.8908,1719.741,1696.6097,1703.8512,1704.079,-0.22779999999988831,-0.0134,21874.66,3771894.859
193,600519.SH,20201119,1668.7233,1708.844,1664.8598,1704.079,1677.7876,26.29139999999984,1.567,27815.76,4767508.753
194,600519.SH,20201118,1698.9377,1704.4159,1667.3959,1677.7876,1699.7302,-21.942599999999857,-1.2909,35178.95,5973146.815
195,600519.SH,20201117,1723.7035,1726.0315,1685.1381,1699.7302,1713.8467,-14.116500000000087,-0.8237,25224.03,4355288.047
196,600519.SH,20201116,1694.9751,1713.8467,1681.3638,1713.8467,1689.0313,24.815399999999954,1.4692,30613.49,5247897.161
197,600519.SH,20201113,1707.8534,1712.6877,1675.1624,1689.0313,1718.5423,-29.510999999999967,-1.7172,28155.48,4791276.459
198,600519.SH,20201112,1713.8071,1733.6098,1706.1396,1718.5423,1715.1345,3.4078000000001794,0.1987,23473.09,4071729.792
199,600519.SH,20201111,1728.6567,1760.8523,1714.7878,1715.1345,1728.6567,-13.522200000000112,-0.7822,34850.73,6122365.404
200,600519.SH,20201110,1736.5025,1747.9542,1719.741,1728.6567,1726.2494,2.4073000000000775,0.1395,30189.44,5287968.173
201,600519.SH,20201109,1685.4452,1734.2835,1684.6923,1726.2494,1684.6923,41.55709999999999,2.4667,41469.7,7198679.683
202,600519.SH,20201106,1714.342,1715.3723,1674.1718,1684.6923,1705.773,-21.08069999999998,-1.2358,23051.53,3932702.367
203,600519.SH,20201105,1700.9189,1716.2539,1696.0648,1705.773,1683.6621,22.1108999999999,1.3133,23524.14,4053043.271
204,600519.SH,20201104,1684.0781,1688.0407,1669.2186,1683.6621,1679.125,4.5371000000000095,0.2702,16443.71,2788396.253
205,600519.SH,20201103,1669.2087,1689.9229,1659.8076,1679.125,1658.3316,20.79340000000002,1.2539,23497.49,3976621.208
206,600519.SH,20201102,1659.3123,1679.125,1656.3404,1658.3316,1654.3789,3.95270000000005,0.2389,21066.43,3544422.245
207,600519.SH,20201030,1662.2842,1680.1156,1649.4059,1654.3789,1660.3029,-5.923999999999978,-0.3568,26055.45,4379602.068
208,600519.SH,20201029,1639.3411,1692.0032,1631.5745,1660.3029,1649.2177,11.085199999999986,0.6721,39373.76,6633168.613
209,600519.SH,20201028,1610.7712,1661.2936,1609.8598,1649.2177,1609.7806,39.43709999999987,2.4498,34636.53,5739452.181
210,600519.SH,20201027,1627.612,1628.6026,1600.9837,1609.7806,1627.612,-17.83140000000003,-1.0956,43944.4,7156688.307
211,600519.SH,20201026,1603.8368,1647.3454,1585.0147,1627.612,1699.2646,-71.6525999999999,-4.2167,66015.29,10821908.227
212,600519.SH,20201023,1724.4762,1731.2224,1697.947,1699.2646,1726.1801,-26.915500000000065,-1.5593,19291.69,3339987.454
