公司简称,变动数量(万股),占总股本比例,变动后持股总数(万股),变动后占总股本比例,涨跌幅
北京银行,155755.2078,9.7252,1191422.1857,4.244375,-0.6816666666666666
北信源,8429.9745,14.708,51330.9085,5.408813559322034,-1.6396825396825394
北化股份,11340.1225,20.7574,376963.5154,8.902051282051282,-0.46799999999999997
北大医药,2484.4074,4.160200000000001,25806.7339,3.330769230769231,0.06636363636363635
北大荒,54.8,0.04,54.8,0.02,-0.79
北斗星通,5174.5412,10.2478,240318.1816,4.055603448275862,3.1598275862068967
北新建材,25420.5118,10.1802,696540.7529,1.397457627118644,-4.072157598499062
北新路桥,9189.3628,16.4813,256359.6975,32.854285714285716,-0.44642857142857145
北方华创,6712.7278,18.6567,158545.8248,7.035373134328358,3.712089552238806
北方国际,3825.0926,5.4352,245300.7964,11.519642857142857,-0.17857142857142858
北方导航,26470.2867,21.6466,361099.55830000003,16.978095238095236,0.8852380952380953
北方稀土,34486.5899,9.4911,962711.1092,6.6245,-0.41675000000000006
北方股份,2430.7646,14.2984,24616.4148,18.1,-1.1624999999999999
北汽蓝谷,33997.92,6.7309,323006.5,5.137222222222222,2.1342857142857143
北清环能,13707.1471,86.3477,106493.6148,4.412678571428572,0.7872872340425532
北特科技,3354.152,9.4581,71887.358,5.15025641025641,-0.3974358974358974
北矿科技,5490.5296,40.4786,43434.3929,7.91,-2.9405405405405407
北纬科技,0.8999999999999999,0.0,0.6,0.0,-1.0733333333333333
北陆药业,21081.9727,58.6824,449404.3316,9.239160839160839,-0.4515625
北鼎股份,180.0216,0.828,21314.4216,24.51,-1.72
千方科技,12636.2782,21.9247,568020.1758,5.758553459119497,1.5959748427672955
千禾味业,4022.7401,13.6449,96300.2636,6.748510638297873,-1.5461702127659576
千红制药,4218.9,0.1176,993.6600000000001,0.69,-1.0566666666666666
千金药业,10668.4828,32.8457,131757.2395,13.471379310344828,-0.26517241379310336
华东数控,11134.9051,36.2139,227612.3126,9.612727272727273,2.60275
华东电脑,2600.9346,4.1431000000000004,5788.3908,1.7125,0.9183333333333333
华东科技,40776.0031,11.851099999999999,71789.9396,2.679,-0.74
华东重机,12773.9711,40.566,233879.8441,12.187872340425534,-1.3287628865979384
华中数控,18575.9337,107.3508,267823.6115,7.1642553191489355,2.1261181434599155
华丽家族,69710.7002,42.1705,183604.7906,5.5,-0.7810526315789473
华仁药业,19857.15,16.8369,766727.6394,12.014444444444443,1.0767857142857145
华伍股份,2585.9728,13.9882,34218.5248,9.398421052631578,-0.8878947368421053
华体科技,3996.696,26.4977,11257.3703,1.9254,0.7479365079365079
华侨城A,27777.0519,3.5525,3317025.0221,25.33555555555556,-1.014
华信新材,4475.186,41.214999999999996,51976.5916,2.8519662921348314,3.3664661654135335
华光环能,761.04,2.9738,2065.24,0.6725,0.38357142857142856
华兰生物,16508.5296,8.6835,111720.6765,2.043,-0.7043750000000001
华凯创意,6604.721,53.833,354804.3162,5.449661654135338,0.005992509363295955
华创阳安,77099.2081,44.2998,701739.3698,3.994059405940594,-2.565148514851485
华北制药,13155.065200000001,8.070599999999999,106018.2816,8.127500000000001,-2.5949999999999998
华升股份,159.97400000000002,0.3976,97142.58720000001,40.26,-1.5255555555555556
华友钴业,40615.0386,48.2527,870486.3282,12.800112359550562,-2.2287777777777777
华发股份,3342.7872,2.8544,5270.0672,2.25,-4.595
华培动力,342.03000000000003,1.3338,6671.700000000001,5.1499999999999995,0.1033333333333334
华夏幸福,41140.34,9.6313,2171582.7858,9.279701492537313,1.8907999999999996
华夏银行,210401.7837,19.4177,817653.3896,1.7400000000000002,-0.9063157894736842
华大基因,16465.2026,34.9248,565496.1877,7.413842105263159,-1.1652789699570816
华天科技,6187.8103,2.098,788737.5448,26.882272727272724,1.036
华天酒店,8970.749,9.168099999999999,448248.284,21.22909090909091,0.6481818181818181
华媒控股,13243.7349,13.0124,44506.1055,3.6441666666666666,-0.4483333333333333
华孚时尚,25645.1057,19.955499999999997,173362.3993,4.113548387096774,-4.151818181818181
华宇软件,65.9376,0.13119999999999998,25.1,0.004516129032258065,-0.17419354838709677
华安证券,117312.1331,25.8471,812891.222,3.563968253968254,-0.8018840579710145
华宏科技,2439.4401,4.677,8462.9409,0.6588888888888889,-0.8233333333333335
华峰超纤,4199.9992,2.3895999999999997,6458.218400000001,0.45999999999999996,-0.01249999999999997
华嵘控股,8518.6142,39.4604,39537.5219,9.187727272727273,-5.25
华工科技,16715.1967,16.1772,1271276.3008,11.080862068965518,0.4821848739495798
华平股份,18103.9654,34.178,352571.0242,5.452833333333333,0.0785
华建集团,57.0,0.132,19825.0404,15.29,-0.16
华录百纳,28589.888899999998,51.7596,632702.027,8.075607476635515,-0.3844859813084112
华微电子,12868.565,16.3602,280234.1172,17.413529411764703,1.7605882352941176
华懋科技,4948.4992,16.0642,88110.03080000001,4.8335,1.847
华扬联众,5132.1027,14.2074,26997.1764,6.551666666666667,-0.9533333333333335
华控赛格,45616.5846,48.5273,773746.0978,9.74225,-0.221875
华数传媒,15133.1345,4.2967,111118.2859,4.307222222222222,-0.1859493670886076
华斯股份,354.0,3.1172999999999997,1618.29,4.75,0.17666666666666672
华昌化工,39812.39,58.5277,1262141.1912,9.391129943502825,-3.41032967032967
华明装备,19975.9405,28.6491,732057.042,4.480765765765766,-0.19352678571428578
华星创业,15279.985400000001,28.6555,66975.04,9.194117647058825,1.3730434782608696
华映科技,65808.1616,49.7792,2252917.1252,10.094117647058823,0.7030434782608695
华正新材,4882.39,36.4176,20217.4581,3.6880952380952383,1.4192857142857143
华民股份,13577.7462,59.9173,262093.076,8.101954545454547,0.6911711711711711
华泰股份,4574.7342,3.9177999999999997,248051.34120000002,35.406666666666666,-1.9566666666666668
华泰证券,153813.2532,19.9956,2534300.5475,2.3891780821917807,-1.4763313609467457
华测导航,3606.25,12.6025,168179.4266,10.913404255319147,0.7659574468085106
华测检测,36750.333,39.5759,755832.0568,6.63141592920354,-0.5772727272727273
华海药业,14379.4289,6.1598,337337.4099,11.37086956521739,-1.597878787878788
华润双鹤,1149.2628,0.3446,56363.7222,16.43,0.05499999999999994
华源控股,2164.2484,6.7352,2133.8143,1.214,-0.11499999999999996
华灿光电,28710.3755,28.9765,551954.6484,6.120097087378641,0.6148905109489051
华熙生物,5576.18,8.4661,31833.278899999998,4.736428571428571,-0.2736363636363637
华特达因,1679.6098,8.4112,30395.306800000002,13.554545454545455,-1.93
华瑞股份,1900.7388,12.7833,15246.7388,7.661428571428571,-1.667857142857143
华电国际,800.0,0.0908,1763569.5412,50.06,0.040000000000000036
华电重工,17505.036,5.4169,432476.85640000005,11.7015625,-0.072
华神科技,7948.763,15.7243,134601.69700000001,17.738999999999997,-0.28636363636363643
华立股份,1974.61,15.0074,5033.04,3.626,-1.7414814814814816
华策影视,23058.2813,15.1299,167194.5804,6.8164,-0.3507142857142857
华纺股份,346.24289999999996,0.6513,6900.0,4.38,-0.3066666666666667
华统股份,8301.9985,28.3121,159367.9967,10.122786885245901,-1.2534426229508198
华联控股,7698.9235,6.7449,857147.3968,32.64869565217391,-0.7604347826086956
华联综超,459.64,0.6902,15609.694,11.72,0.0
华联股份,125388.76819999999,44.9642,483442.0154,5.795294117647059,1.8445
华胜天成,20229.6965,17.6772,55287.477,1.7368965517241381,0.846875
华能国际,284.462,0.0,0.0,,1.29
华脉科技,5362.7327,34.9729,39829.5861,6.191702127659574,0.10877551020408163
华自科技,12553.345800000001,42.1987,168315.3988,5.3440944881889765,-3.23993006993007
华荣股份,6185.21,15.8593,13840.369999999999,2.7653333333333334,-1.3976470588235295
华菱精工,3162.03,23.646900000000002,20671.59,5.167,0.10999999999999997
华菱钢铁,63239.562,14.802299999999999,1404136.2075,17.908076923076923,-0.7964516129032259
华虹计通,3352.6809,20.7976,89927.68430000001,7.299743589743589,2.6871794871794874
华西股份,21499.2879,26.7336,394420.9219,18.697407407407407,0.45037037037037037
华西能源,30736.185699999998,35.0635,56641.6079,2.658157894736842,1.5585714285714287
华西证券,41816.9692,15.932,921369.3697,4.442784810126582,-0.28949367088607597
华设集团,3056.9409,14.003400000000001,17462.3355,2.7492,-0.7413725490196077
华谊兄弟,56867.8405,10.3913,37732.8477,0.29181818181818187,-0.5313333333333333
华谊集团,12957.7006,6.225,1012106.6633,42.61538461538461,-1.4853846153846153
华贸物流,12529.4008,27.6871,128518.3362,4.490819672131147,1.3175257731958765
华软科技,12277.185500000001,14.672500000000001,74455.4168,4.494137931034484,-0.8613513513513513
华远地产,56513.2772,28.6462,797538.0651,6.4399999999999995,-0.0025000000000000183
华通热力,2993.2044,16.6968,34097.7551,3.7329310344827586,2.2567241379310343
华邦健康,33509.3604,19.2045,492708.0458,7.8914285714285715,0.5156756756756757
华金资本,22706.6695,65.8707,115366.4843,7.437555555555556,-1.498
华鑫股份,18562.2914,27.5672,77932.58279999999,4.029545454545455,2.7190909090909092
华铁应急,45816.0311,81.5065,412869.3917,6.776494845360825,-2.097846153846154
华铁股份,77881.5906,48.2327,1557915.2052,4.80209756097561,-0.9711374407582938
华铭智能,3160.6843,17.274,98121.14199999999,6.497640449438202,1.4892134831460673
华银电力,7907.0552,5.097,124702.9938,18.45,2.6062499999999997
华锋股份,3761.6620000000003,22.3945,57467.912,8.044285714285715,3.6191666666666666
华锦股份,48444.5414,30.3037,397395.474,11.833809523809524,0.4333333333333333
华闻集团,127624.2796,62.1061,649138.2074,3.091666666666667,0.5374358974358975
华阳集团,11242.0157,23.7565,1342217.4705,12.334347826086956,-4.060391304347826
华鲁恒升,4068.8359,4.1478,8717.9175,0.8054545454545454,-2.3190909090909093
华鹏飞,4990.7409,13.0731,66208.11619999999,5.327586206896552,-4.196896551724138
协鑫能科,5062.021,7.7378,4667.1849999999995,2.33,-0.4050000000000001
协鑫集成,143419.8995,23.009900000000002,3184968.031,9.403636363636364,-1.4185333333333334
卓易信息,130.4407,1.5001,349.5593,4.02,3.22
卓翼科技,39413.1252,88.6767,859511.4916,4.803451327433628,0.054540389972144804
卓胜微,6601.793900000001,30.6725,199908.2806,5.165302325581395,-0.042889908256880806
卓郎智能,10850.1313,5.7248,997423.5342,37.587857142857146,-1.5657142857142858
南京化纤,3585.4895,11.6774,49657.373,1.3704237288135594,-0.9423728813559321
南京医药,3578.535,3.93,3578.535,0.655,-0.2700000000000001
南京新百,54356.117,44.0502,80529.2023,1.2825675675675676,-0.04181818181818184
南京港,1374.0031999999999,5.5882,211974.8968,61.582142857142856,0.028571428571428577
南京熊猫,18294.3452,20.0231,249631.4507,7.805714285714285,4.316
南京聚隆,1030.1,15.934,11080.3032,2.729047619047619,-1.3592307692307692
南京证券,19792.8339,5.9988,224885.8044,5.68,0.016666666666666607
南京银行,117488.78570000001,16.1332,3543004.8873,9.651739130434782,-1.4308771929824562
南兴股份,3862.716,16.3964,30783.0418,2.3380232558139533,-0.19151162790697682
南华仪器,1367.933,12.183,20755.244,5.066842105263158,0.8067499999999999
南华生物,12436.7506,36.5516,25513.2854,3.7236363636363636,0.44423076923076926
南卫股份,2427.2988,11.049,18334.3536,6.955000000000001,-0.9966666666666667
南国置业,73217.66,42.2157,1621765.548,9.445252525252526,-0.5339393939393939
南大光电,19082.2843,62.1701,1322565.6864,9.066643356643358,4.129953703703704
南天信息,4695.6926,18.4954,41307.0629,7.282173913043478,1.3647058823529414
南威软件,7472.1246,21.1912,23168.2302,3.3482142857142856,-1.1035483870967742
南宁百货,28402.6699,52.0411,83388.2544,3.3284782608695656,-0.6815217391304348
南宁糖业,12.72,0.0,13.56,0.0,0.21666666666666676
南山控股,97005.2904,52.9193,2164473.2817,16.693437499999998,-1.19890625
南山铝业,234151.5868,20.1124,3331695.015,15.760000000000002,0.15925000000000003
南岭民爆,3781.14,9.9808,64324.3648,43.31,-0.36000000000000004
南微医学,65.1096,0.4876,1906.6404,2.856,-1.5220000000000002
南方传媒,1013.1836999999999,1.1307,293307.4251,54.565,-0.49166666666666664
南方汇通,3155.2526,7.4736,13713.483,2.031875,0.9337500000000003
南方航空,175589.628,15.2559,3668671.2111,21.553529411764703,1.1723529411764706
南方轴承,6587.1744,19.7063,22121.324800000002,4.922173913043479,1.4048148148148147
南极电商,71763.5615,51.7707,703259.8218,3.9317021276595745,0.5037234042553191
南玻A,140626.551,63.6624,744971.047,4.976666666666667,-4.07
南纺股份,858.771,2.7792,2830.38,0.8241666666666667,-0.7525
南都物业,240.0,0.0,0.0,,-0.8125
南都电源,24648.1358,32.721000000000004,169387.8574,3.7543103448275863,-1.9368656716417907
南钢股份,281505.87189999997,68.1837,4465619.3472,23.0352,-0.4962962962962964
南风股份,16961.6352,35.2869,150343.1457,6.96,-0.6533333333333334
博世科,5670.8873,29.3702,27227.999799999998,4.584615384615385,-1.7228205128205127
博云新材,4501.0394,10.6282,89897.8407,5.8175675675675675,-0.25837837837837846
博创科技,2703.4884,23.6418,286357.9738,10.36369918699187,-0.35906504065040645
博士眼镜,2895.543,28.6688,20266.1447,2.0416346153846154,-0.005384615384615355
博天环境,30742.7903,49.0927,140934.0624,5.237384615384616,0.235897435897436
博威合金,4112.8545,7.4136,70192.3592,2.8576315789473683,-0.13210526315789478
博实股份,2460.35,2.6213,13418.056,0.8935000000000001,-1.083
博彦科技,2075.4505,13.1067,13074.8037,2.093684210526316,-0.48157894736842105
博思软件,5236.6682,18.5476,95226.74590000001,5.494594594594595,-0.2451351351351351
博敏电子,9276.4118,23.7412,177397.6269,9.160769230769231,1.6748076923076924
博晖创新,4759.3,5.8722,132426.3383,5.230967741935483,-0.6161290322580646
博汇纸业,158320.9435,96.2856,738335.8165,9.521896551724138,-2.438181818181818
博济医药,2328.25,17.3778,115362.53,3.4296812749003984,-0.45525896414342626
博瑞传播,10485.9197,4.5916,273195.0693,11.358181818181817,-0.49909090909090903
博腾股份,15544.594,35.3189,283918.15020000003,2.870603015075377,-0.5100000000000001
博迈科,237.84,1.0151999999999999,7025.82,5.0,1.1333333333333335
博通股份,3663.3642999999997,48.5525,9020.0037,1.6794186046511628,-0.26785714285714285
博通集成,729.3182999999999,5.0082,4754.4552,3.7466666666666666,1.35
博雅生物,27157.3684,70.8487,530560.6304,2.725862068965517,-3.751508379888268
卧龙地产,38534.0845,54.5604,241227.7727,4.085238095238095,-0.3895238095238096
卧龙电驱,26657.9809,16.6304,77176.4486,1.825294117647059,-1.9258333333333333
卫光生物,117.27,1.0778999999999999,172.83,0.17666666666666664,1.8566666666666667
卫士通,8577.9606,10.2313,557811.6118,4.718439716312057,2.157304964539007
卫宁健康,40079.0001,46.160399999999996,41556.6846,1.2664864864864864,-0.14702702702702702
卫星石化,1653.085,2.06,1653.085,1.03,1.9649999999999999
厚普股份,6570.9220000000005,28.7633,304333.223,10.262243010752687,-2.757981651376147
厦门信达,34.0,0.1032,16012.902399999999,10.815000000000001,-0.44
厦门国贸,28807.404000000002,16.1514,2372320.8562,28.96851063829787,-1.901063829787234
厦门港务,1664.6100000000001,0.0,0.0,,-0.36333333333333334
厦门象屿,41493.666399999995,13.8811,889404.3471,30.76388888888889,-0.7318181818181819
厦门钨业,19283.7812,22.5971,214821.256,8.50148148148148,-1.6466666666666667
友好集团,9576.0033,30.735799999999998,100181.486,20.100625,-0.7225
友讯达,1991.36,9.9582,142614.55,4.851496598639455,1.0531972789115647
友邦吊顶,555.4110000000001,3.17,279.4566,0.39625,-0.742
友阿股份,20756.407,26.036,390663.6622,18.236363636363635,-0.4336363636363637
双一科技,2259.636,20.3677,111586.56019999999,5.2384375,0.9382291666666668
双塔食品,29689.5949,23.927400000000002,444953.36970000004,13.351666666666667,-1.3475757575757576
双成药业,2100.0,5.005,3516.0852,4.19,-0.735
双星新材,12829.7382,14.777999999999999,12277.687,1.6310000000000002,-4.450769230769231
双杰电气,7864.890399999999,9.03,2561.6565,1.505,-3.1587500000000004
双林股份,17280.599299999998,39.0854,849927.756,16.515396825396827,-1.6775968992248063
双环传动,19828.0176,29.4967,172406.1726,2.903736263736264,-0.5408661417322834
双箭股份,9461.0973,18.0931,399032.228,6.5842465753424655,-0.5520805369127517
双良节能,17575.8598,11.8324,150682.7335,14.306923076923077,-2.3773333333333335
双鹭药业,2164.9229,4.1566,201122.0903,20.98933333333333,-0.8939999999999999
口子窖,29050.0755,48.4254,508120.6628,7.363913043478261,-1.530084745762712
古鳌科技,3424.6142,25.9867,122634.3302,3.266525821596244,-0.6810045662100457
可立克,3701.3418,8.6889,364304.96880000003,14.252,0.9800000000000001
台华新材,154.6579,0.23320000000000002,18205.9261,2.3408333333333333,0.8441666666666667
台基股份,12545.9076,62.5705,186163.5544,15.397625,2.5935365853658534
台海核电,6316.21,8.277099999999999,33623.0495,2.944027777777778,1.626923076923077
史丹利,3097.0688,1.3092,1426.9587999999999,0.4033333333333333,-1.9022222222222223
司太立,7043.1949,41.9082,46382.8893,4.7233846153846155,-3.387205882352941
司尔特,5076.2036,15.6561,199386.24360000002,11.273548387096774,-2.6083870967741936
合众思壮,20306.1076,56.9377,848920.7574,8.093115577889447,1.067437185929648
合兴包装,17705.3983,19.1368,100650.6708,3.1317021276595742,-0.7314285714285713
合力泰,99930.9338,26.2772,770574.8002,2.4835643564356435,-1.5217241379310347
合力科技,955.44,6.0938,13817.479000000001,6.779230769230769,-0.9669230769230771
合康新能,31541.9024,40.3624,780308.9458,5.282360248447205,0.741437125748503
合盛硅业,4278.6606,4.9763,241529.6621,12.125217391304348,1.4260869565217391
合纵科技,11850.9081,15.012,21121.9891,1.3934146341463414,-5.888979591836735
合肥城建,6.4084,0.0138,8.4168,0.005,-1.54
合肥百货,15446.326,19.802,298068.9754,12.328064516129032,-0.05129032258064512
合诚股份,11088.7849,5.3919999999999995,16782.141,6.507777777777778,-0.4914285714285715
合金投资,13905.5594,35.2763,86789.90550000001,5.2411627906976745,-2.9060869565217393
合锻智能,2934.359,5.087400000000001,51613.868,6.957894736842104,1.0539285714285715
吉华集团,1492.584,2.2593,39037.314,5.0375,-0.8333333333333334
吉大通信,639.3,2.6643,130170.75,5.2153846153846155,1.3350961538461539
吉宏股份,21416.8001,50.716699999999996,148872.8371,6.206965517241379,-1.8127368421052632
吉峰科技,17489.8509,35.6559,74732.335,1.255548780487805,-2.779014778325123
吉林化纤,28774.5147,14.187,1216257.0987,10.452033898305084,3.0791549295774647
吉林敖东,1664.15,1.7708,115240.2947,13.824444444444445,-0.56
吉比特,2607.9054,36.280499999999996,18469.4658,6.588461538461538,-0.7733333333333333
吉电股份,39403.25,26.9946,475547.5986,8.1405,-1.6127500000000001
吉祥航空,12337.98,9.1499,63598.8906,2.9775,3.1275
吉翔股份,6421.1756000000005,11.9927,190441.1703,30.626666666666665,-1.5641666666666667
吉艾科技,61369.3513,64.4582,783217.5844,9.422680412371134,2.5835514018691588
吉药控股,13671.91,21.3808,113747.8633,5.297575757575757,-4.343636363636364
吉视传媒,12750.3,8.417,625357.032,18.151764705882357,-0.16941176470588237
吉鑫科技,35011.5282,35.3063,152382.9212,10.244153333333335,0.12133333333333333
同为股份,2188.5574,10.0018,64810.9012,8.688823529411765,0.22852941176470584
同仁堂,68614.66,28.94,54965.6783,1.9076190476190478,2.2634285714285713
同和药业,5406.586,47.7613,201217.563,8.021743772241994,-1.2666211604095563
同大股份,1792.9305,29.459699999999998,4629.0279,4.964761904761905,-1.316530612244898
同方股份,91931.9995,32.3296,924245.7023,4.999375,0.4159375
同有科技,4619.7475,12.0771,283329.4278,8.67,3.749142857142857
同济科技,32959.4715,52.7539,153814.271,9.118518518518519,-0.5140740740740741
同花顺,15265.2999,31.8153,244613.4034,7.293857142857143,-1.325
同达创业,76.031,0.6894,8782.4664,41.03,-0.19499999999999998
名家汇,7550.5264,6.2499,8910.668099999999,3.5739999999999994,-1.66875
向日葵,114663.9652,98.6435,1528979.7495,16.75,-0.8254761904761905
君正集团,52992.0,6.2808,306432.0,9.08,-0.9375
君禾股份,1474.5828,8.7911,3870.8316,2.018,-2.408235294117647
启明星辰,3196.9339999999997,3.3905,11021.33,0.23647058823529413,0.5925490196078431
启迪环境,5776.355,4.0295,198364.742,9.903571428571428,-1.26625
启迪药业,4866.2405,20.4586,94087.0102,19.654,-0.8978125
启迪设计,1839.263,6.2352,1192.2486,0.8866666666666666,-4.12125
吴通控股,36980.0849,46.602199999999996,360785.7365,4.957628865979381,2.54
周大生,29709.9934,45.2049,486449.0371,8.526666666666667,0.04215686274509803
和仁科技,3113.5612,25.1124,197514.5501,5.246101694915254,-0.7352263374485597
和佳医疗,7604.5567,4.3031,21423.230499999998,0.5280769230769231,-2.37
和晶科技,4864.0653,12.6681,170213.2581,5.545972222222222,-2.105138888888889
和科达,618.0164,6.1291,8856.3619,0.4791351351351351,0.2448648648648649
和而泰,25959.565300000002,40.3157,140914.4617,3.7240277777777777,-0.8792592592592593
和胜股份,1034.78,5.638199999999999,77332.0834,8.598367346938776,-0.038979591836734856
和远气体,153.0,0.957,797.7926,4.99,-2.41
和邦生物,304429.72000000003,35.2889,8413885.6338,15.136031746031748,-2.7804761904761905
和顺电气,2760.12,14.8595,42504.26,9.718333333333332,-3.4104166666666664
哈尔斯,1401.85,7.1663,1322.49,2.4480000000000004,-1.301111111111111
哈工智能,3616.1762000000003,6.3296,64383.1145,9.701818181818181,-1.389230769230769
哈投股份,18689.3801,8.9401,1041393.8922,20.667083333333334,0.5745833333333333
哈药股份,34842.9979,18.168300000000002,582052.0417000001,30.353,0.099
唐人神,33192.6783,41.5852,988876.2535,9.246595744680851,-0.5818881118881118
唐山港,9714.4796,2.0506,1430306.9265,23.964375,-1.0075
唐德影视,11924.2273,29.1253,153966.5441,5.8271875,-0.6134375000000001
喜临门,14256.0087,23.182199999999998,16066.6472,2.1205,-2.0196491228070177
嘉事堂,8014.4929,33.2921,119861.82549999999,8.458305084745763,-0.3354237288135593
嘉元科技,7806.2245,33.8048,45418.866200000004,3.576363636363636,-2.2163636363636363
嘉凯城,84782.1045,44.8517,2541886.58,15.830337078651686,-0.08725274725274729
嘉化能源,59200.7756,38.838,1737204.874,15.62457831325301,-0.3180612244897959
嘉寓股份,26393.1313,41.8902,133175.8987,4.139574468085106,-0.9810000000000001
嘉应制药,17849.451399999998,33.0827,226601.5217,5.445487804878049,-1.2391666666666667
嘉必优,2071.0328,17.261,39094.3356,13.033199999999999,-1.9716
嘉欣丝绸,21221.8779,39.0425,1446796.1924,13.091179487179488,-0.30035175879396986
嘉泽新能,68279.2668,33.677,5600306.5983,8.759148264984228,0.1126498422712934
嘉澳环保,2009.8044,27.4056,23018.338200000002,8.047692307692309,4.029999999999999
嘉美包装,6117.55,6.369,96398.7809,9.122727272727273,0.07454545454545453
嘉诚国际,66.0,0.43890000000000007,3835.5,8.5,0.18999999999999997
嘉麟杰,31230.5043,35.5112,685351.129,9.637441860465117,-0.39417582417582414
四创电子,1117.7848,7.5845,42608.7453,10.977500000000001,0.3696428571428571
四川九洲,5574.426600000001,7.1051,14968.552,1.303809523809524,-0.20682352941176474
四川双马,5292.1731,6.9328,201538.2808,5.501041666666667,-3.3472916666666666
四川成渝,25162.6152,8.2277,1162275.0819,34.550909090909094,-0.29363636363636364
四川美丰,864.0,1.4604,5265.072,4.45,-1.6350000000000002
四川路桥,183421.7187,47.3973,9708930.9207,46.78173076923077,-0.5329090909090909
四川金顶,6083.14,17.3597,53711.5888,8.551666666666668,-0.7646153846153846
四川长虹,3215.8095999999996,0.6932999999999999,28508.8295,0.88,0.6214285714285713
四方科技,0.15000000000000002,0.0006000000000000001,1420.2957,2.25,0.30666666666666664
四方精创,8994.9614,56.3085,241700.2983,10.68156862745098,0.2862745098039216
四方股份,4376.1368999999995,10.763300000000001,74406.8626,7.039230769230769,-0.6965384615384616
四方达,2820.9225,14.0032,8403.8253,4.322142857142857,0.33142857142857135
四环生物,116479.0166,82.6574,396422.4776,4.5841666666666665,-0.0749
四维图新,48371.262,23.786,1307498.3247,3.5998907103825135,0.5556862745098039
四通股份,149.7,0.5616,7549.687199999999,9.44,-0.5266666666666666
回天新材,14637.186399999999,23.2452,34240.0722,4.136956521739131,-1.4272
国中水务,52587.7952,86.6421,433272.4548,33.744615384615386,0.35307692307692307
国信证券,29394.920000000002,3.5034,183203.2576,2.9314285714285715,-0.13999999999999996
国元证券,46424.7372,23.546,1102607.3935,11.51923076923077,-0.7561538461538462
国光电器,36896.4931,65.977,84876.5258,4.593571428571429,-1.9693589743589746
国创高新,55397.8918,53.4394,186941.3444,3.0992424242424246,-0.5471951219512194
国华网安,3739.5996999999998,42.3464,18298.0424,5.618421052631579,0.17675000000000002
国发股份,17621.4103,36.5839,432258.20040000003,18.502083333333335,-2.9433333333333334
国城矿业,1554.6799999999998,1.3624,4182.9937,0.6116666666666667,0.01800000000000006
国恩股份,4760.1900000000005,14.280000000000001,4333.356,1.0605882352941176,-1.78
国投中鲁,149.9778,0.5721,35056.640699999996,44.57,-0.9733333333333333
国投电力,390420.1011,55.6965,4849926.3036,11.287301587301588,-1.3766666666666665
国投资本,16464.0573,3.7587,131896.557,2.08,-0.5533333333333332
国新健康,11230.0841,11.8276,1065895.8625,19.440983606557378,0.9330769230769231
国新文化,12324.1761,27.545299999999997,129425.6096,3.32816091954023,-1.6613483146067414
国新能源,8416.0388,12.9328,90144.4594,8.54,0.437
国旅联合,14686.195,31.442,59273.878,4.897307692307693,1.338235294117647
国星光电,6065.0844,4.8529,64344.4,7.0735,-1.7043478260869567
国机汽车,1502.2492000000002,2.3912000000000004,9183.5582,4.88,0.5566666666666666
国机精工,2621.7374,5.0011,55489.120899999994,9.622727272727273,2.2218181818181817
国机通用,225.458,2.1458999999999997,4374.45,4.99,-0.91
国林科技,1418.667,16.528200000000002,3114.546,1.040857142857143,-1.3662857142857143
国检集团,174.62,0.5643,3216.7604,1.044,-1.1179999999999999
国民技术,2930.4415,10.7721,22430.2409,3.5852173913043477,7.4995652173913046
国泰君安,67072.7358,7.0449,1644141.1871,2.544390243902439,-0.8871717171717172
国泰集团,4162.2642,12.7974,144886.1022,31.120000000000005,0.5433333333333333
国海证券,215836.736,72.5974,2356706.3817,4.19945205479452,-0.019603524229074864
国瑞科技,2102.71,7.0526,14492.23,2.8423529411764705,-0.21705882352941175
国瓷材料,15862.8595,51.2416,619431.77,6.122361809045226,-1.4477450980392155
国电南瑞,14550.0,5.9895,298870.1583,41.01,-1.0033333333333332
国电南自,206.94,0.32,206.94,0.16,-2.5900000000000003
国电电力,17980.584600000002,1.0365,6331637.1742,50.652857142857144,-0.14285714285714285
国盛金控,24727.1689,13.960899999999999,476207.93940000003,7.48725,-0.18666666666666668
国睿科技,1271.2036,2.0372,2819.9541,0.9039999999999999,0.592
国科微,3940.9974,24.014699999999998,53846.6468,6.610625,3.28875
国立科技,6222.1553,38.8893,413490.8044,3.463351206434316,-4.467064343163539
国网信通,27124.0417,50.0287,48372.9007,4.270952380952381,0.9033333333333333
国联水产,30997.4958,38.2391,236332.7836,11.350588235294119,-1.4194444444444443
国联股份,6634.6166,14.0643,8616.4158,2.133157894736842,-1.0869444444444445
国脉科技,19320.23,20.1514,189392.1726,7.677037037037037,0.023703703703703678
国药现代,587.8145999999999,0.536,155778.0643,4.803225806451613,-0.4605882352941177
国轩高科,11244.8824,13.4946,36369.267799999994,1.9726923076923077,-3.0742307692307693
国金证券,73573.6222,26.7641,948682.2553,7.560754716981132,-1.1772881355932205
国际医学,982.8034,0.5,982.8034,0.25,-0.395
国际实业,15772.6763,20.3822,1235965.848,26.236020408163267,2.8485148514851484
国风塑业,28978.0175,47.0212,439626.3705,18.224848484848483,1.660909090909091
圆通速递,44890.8453,43.3483,517147.12200000003,4.654102564102564,-0.7938260869565218
圣农发展,64255.9037,51.7166,1574523.8958,10.072063492063492,1.4383333333333332
圣济堂,8766.26,5.1784,77950.792,3.8366666666666664,-2.07
