公司简称,变动数量(万股),占总股本比例,变动后持股总数(万股),变动后占总股本比例,涨跌幅
广大特材,95.6576,0.58,3304.3424,5.01,0.7800000000000001
广宇发展,316.5,0.6117,31105.959000000003,2.5275,-0.8166666666666665
广安爱众,57720.0869,61.8257,1712692.8972,8.34678756476684,-0.4770466321243524
广州发展,18668.5511,3.6315,1341329.7999,14.42764705882353,-0.515
广弘控股,10023.164,12.1327,12347.1917,1.9200000000000002,-0.4714285714285714
广日股份,2339.7059999999997,2.8484,290218.6226,57.94,-0.08777777777777779
广晟有色,3889.6401,13.504,49971.6491,4.513846153846154,-4.1925
广汇汽车,236870.5565,22.4013,4784705.6642,9.661803278688526,-1.3257333333333332
广汇物流,13659.672199999999,17.6688,120239.3552,5.9184210526315795,-0.18578947368421053
广汇能源,85164.514,15.7353,1909527.8634,9.141000000000002,3.2839655172413793
广汽集团,25101.3035,3.5799,9004593.4897,34.88214285714286,-1.0142857142857145
广济药业,6344.8061,6.4828,28201.9587,11.203,-0.6805555555555556
广生堂,5100.5,36.0105,63162.18,8.174181818181818,0.5260344827586207
广田集团,23023.949099999998,22.028,450427.9647,9.218571428571428,-0.47257142857142864
广电电气,8107.3525,8.5619,44731.3075,2.98625,0.2132258064516129
广电运通,31475.0286,10.18,408264.7877,4.753428571428572,0.0225
广百股份,1241.2930000000001,3.6252,92544.1739,54.056,2.6079999999999997
广联达,45325.4977,40.9345,376594.7204,5.678088235294118,-0.06545454545454552
广聚能源,3103.0055,4.8052,4306.011,1.36,-0.057777777777777733
广誉远,17209.6807,34.7611,165456.6919,6.333571428571429,-2.029836065573771
应流股份,18896.1368,45.9945,349877.1823,10.688888888888888,0.6445679012345679
庞大集团,212356.5227,32.8491,2813367.5488,8.99618181818182,-4.616440677966102
康力电梯,6052.7772,7.5746,23426.772,2.6681818181818184,-1.5481818181818183
康尼机电,106.67999999999999,0.3202,224.51,0.13,-1.155
康弘药业,20913.915,19.9797,136522.6917,1.0618965517241379,2.03
康强电子,39747.3837,128.4005,219894.0335,2.293650306748466,-0.6073937677053826
康得退,65332.549,20.3318,1083926.7962,15.405581395348836,-7.102758620689655
康德莱,23465.8948,58.0378,1377735.7522,14.210786516853933,-1.2374906367041199
康恩贝,50694.9379,23.62,295429.2586,3.8891428571428572,3.843157894736842
康惠制药,212.52,2.1306,1930.2192,3.2249999999999996,0.3933333333333333
康拓红外,5766.734,11.0375,119935.2957,7.315714285714286,-1.6682857142857144
康斯特,1857.0000000000002,0.0,0.0,,-0.8033333333333332
康普顿,6271.76,31.340700000000002,146796.99,13.345636363636363,-0.5732727272727273
康欣新材,14491.810500000001,12.7026,258696.6959,19.24153846153846,-1.0923529411764705
康泰生物,5581.445,8.1383,197507.7489,15.997777777777777,-2.5811111111111114
康盛股份,7919.7073,6.67,114225.193,2.5652542372881353,-3.8516
康缘药业,10093.4776,15.8487,216281.0153,14.223846153846154,-0.8672413793103451
康芝药业,2943.79,8.2231,44662.209500000004,12.2525,0.040000000000000015
康跃科技,9528.65,27.4695,333592.5,11.076744186046511,3.168720930232558
康辰药业,8390.598,48.5408,48750.138,4.915,-1.7304545454545455
康达新材,4663.2813,19.1956,53757.1025,5.904473684210527,0.8229787234042553
康隆达,1580.97,10.2285,6446.58,3.5675000000000003,-0.17
康龙化成,25042.4073,23.7523,296031.9031,4.717341772151899,0.6915
廊坊发展,19793.1225,52.0574,117633.999,11.05107142857143,-0.3415
延华智能,2303.6800000000003,3.2561999999999998,76388.62000000001,13.41,-1.96625
延安必康,55007.5881,35.1819,10990970.6232,14.238710317460319,-1.6416796875
延江股份,259.35,1.7076,7570.65,4.1575,-2.1
建发股份,47317.2739,14.5439,2682741.2117,36.63807692307692,-0.2216666666666667
建投能源,32917.4384,18.4528,637884.7969,17.136666666666667,0.15125000000000002
建新股份,840.0,6.2814,2520.0,4.71,-2.255
建研院,3684.5655,14.922699999999999,10119.0635,1.7103333333333335,0.09636363636363633
建科院,3395.7578,23.153100000000002,98046.0082,7.111382978723404,-1.123936170212766
建设机械,29415.6201,43.5514,105511.3085,2.0302061855670104,-0.48317796610169494
建设银行,129842.2849,0.5134,114515803.9921,45.803,-0.6453333333333333
建龙微纳,20.7086,0.3586,1112.6914,2.4074999999999998,0.7999999999999999
开元教育,14654.0412,31.223,66589.28139999999,3.8846,-2.93671875
开创国际,18950.968,91.623,81615.731,2.6506944444444445,-0.6628767123287671
开尔新材,4254.161700000001,4.9616,2234.6222,0.965,0.09375000000000011
开山股份,8892.7377,9.7883,8330485.4956,54.523163841807914,0.38293785310734463
开润股份,2235.2351,6.9258,1093.1757,0.625,-0.05799999999999995
开滦股份,9572.9773,6.0374,785569.1440000001,47.27363636363636,-0.770909090909091
开立医疗,7721.9075,19.2371,171544.129,8.077735849056603,0.2450943396226415
开能健康,23632.8069,55.946799999999996,247522.8127,6.736018518518518,-2.5714814814814813
引力传媒,1500.0,5.5404,19952.088,6.142500000000001,-1.4166666666666667
弘业股份,100.0,0.4058,793.3122,1.61,1.52
弘亚数控,2824.416,19.5546,10539.09,2.360909090909091,-2.9066666666666667
弘信电子,22688.5311,96.2415,630829.7078,2.9799587458745873,-1.2738203592814372
弘宇股份,364.5,2.4975,736.9749,1.2266666666666666,-1.3900000000000001
弘讯科技,2635.14,7.0482000000000005,190699.62,54.535,0.37083333333333335
张家港行,600.0,0.3256,1400.0,0.19,-0.6225
张家界,736.8548,2.2965999999999998,39438.0,30.73,-3.215
张江高科,19209.5712,12.4048,523608.7926,42.2625,0.545
强力新材,12108.9868,24.263,83276.6783,1.291834319526627,1.6624725274725274
强生控股,4915.335,4.6644,151693.0569,24.0,-0.5633333333333334
当代文体,6336.8106,11.713500000000002,94334.76789999999,4.475897435897436,-0.2845000000000001
当升科技,5335.4851,24.1396,21924.7394,3.7255555555555557,-2.1256097560975613
彩虹股份,112534.67970000001,41.0197,3062694.2265,11.398736842105265,0.7800952380952381
彩讯股份,6254.8332,15.638399999999999,140398.9208,7.467872340425532,-0.30829787234042555
徐工机械,27922.850599999998,12.0734,1218442.6476,27.681,-0.9299999999999999
徕木股份,183.45,1.5247,12549.24,5.214,1.232
得润电子,7073.6316,14.799900000000001,73672.4007,12.8825,-0.4666666666666666
得邦照明,1950.8464000000001,0.0,0.0,,-0.8525
御银股份,12508.8345,15.860100000000001,276420.163,15.130416666666667,0.2935999999999999
微芯生物,8503.4726,20.7498,85180.0695,5.0685365853658535,0.23219512195121947
德创环保,2828.0,14.0002,40876.55,15.566153846153846,1.7776923076923077
德力股份,50.88,0.0,0.0,,-2.21
德宏股份,1570.7044,13.1283,23904.2356,3.222063492063492,-1.2785714285714285
德尔未来,6967.4956,11.7262,172169.66079999998,9.63,-3.3858333333333333
德尔股份,2520.1224,23.7525,80166.0546,25.199,-0.023333333333333373
德展健康,42403.6634,18.2598,1646732.4109,8.959756097560977,0.4271428571428571
德恩精工,639.9,4.3641,15052.289999999999,6.842,1.2466666666666666
德方纳米,652.2405,8.3781,7836.0666,5.591666666666666,-4.246666666666666
德生科技,768.0,5.7596,27576.030000000002,4.700454545454545,-0.23363636363636367
德美化工,515.41,1.2243,1671.43,0.26466666666666666,-1.1366666666666667
德赛电池,1200.0826,8.3222,56416.2842,45.88625,-0.65625
德赛西威,3327.9024,6.0505,219961.8536,3.389322033898305,0.8721186440677966
德邦股份,2896.0553,3.0032,8353.4842,0.62,-0.9935714285714285
德马科技,164.36950000000002,1.9176000000000002,1010.3028999999999,3.9299999999999997,0.19000000000000003
心脉医疗,1971.2399,27.3781,20128.3379,5.70530612244898,1.6112244897959185
必创科技,3280.3123,18.602,117862.3107,6.413592233009709,-0.18533333333333327
志邦家居,2035.1000000000001,11.309999999999999,17596.0661,5.084736842105263,-0.5178947368421053
快意电梯,1478.532,2.4858000000000002,11779.102,0.7879545454545455,-0.6100000000000001
思创医惠,21896.2308,24.512700000000002,233163.4032,7.923333333333334,0.27447368421052637
思源电气,27155.1148,37.8444,111909.3465,5.0540625,0.3946875000000001
思特奇,3149.1211000000003,24.336,86233.6981,3.4566315789473685,2.033157894736842
思维列控,4820.4892,22.4015,90707.5676,9.037,-0.5598
思美传媒,3194.2931,9.0899,27869.0206,4.3564,-1.2648148148148148
怡亚通,58863.0206,37.2359,722246.7987,19.88942857142857,-1.4597560975609756
怡球资源,49210.64,46.8108,543365.78,18.88655172413793,-1.9265625000000002
怡达股份,574.15,7.0675,1799.7332000000001,2.226,0.7399999999999999
恒丰纸业,9750.6801,35.198,317918.2039,21.647,-1.3596000000000001
恒为科技,1344.0,6.6832,4215.0048,5.24,0.2075
恒久科技,2298.8157,10.359300000000001,11036.877700000001,3.9899999999999998,-0.9421428571428571
恒信东方,4579.521,5.97,3157.509,1.99,1.467142857142857
恒力石化,74952.8642,8.3284,2211126.5842,5.0208219178082185,-0.0392708333333333
恒华科技,2502.837,18.6163,142303.0228,7.945309734513275,-2.990265486725664
恒基达鑫,407.2983,1.0825,103363.0134,18.234285714285715,1.272142857142857
恒大高新,12811.2183,43.3407,56209.1662,2.2939285714285713,-0.2172093023255814
恒天海龙,19362.02,20.3066,30400.3944,2.3459999999999996,0.7452941176470588
恒宝股份,1458.9841000000001,2.0545999999999998,25398.9888,5.088571428571429,2.6228571428571428
恒实科技,1908.4653,10.7362,27636.3269,3.7954166666666667,1.4722916666666668
恒星科技,37037.9184,16.4215,107892.2954,3.066071428571429,-1.2817142857142858
恒泰艾普,34506.4366,48.6115,272308.1618,7.303207547169811,-0.27432835820895524
恒润股份,7925.4812,53.4818,33884.8284,2.9810588235294118,0.6992553191489363
恒源煤电,19951.108,16.45,633927.9798999999,45.27928571428571,-0.8562500000000001
恒瑞医药,23198.767600000003,5.9624999999999995,152479.3418,7.7281818181818185,-2.76
恒生电子,9334.779,15.0226,34823.2046,1.8760000000000001,-4.505
恒立实业,2593.91,6.0096,49278.7893,2.9715384615384615,-0.1073809523809524
恒立液压,9835.624899999999,7.5288,174747.8639,6.785,-2.683103448275862
恒通股份,6170.82,23.5378,61936.1135,6.92,0.4181081081081081
恒逸石化,194419.9117,42.3849,2061215.8576,21.937333333333335,-0.9881012658227848
恒邦股份,42313.4146,24.1318,625353.1474,6.7447,-0.90796875
恒锋信息,4159.4324,31.8013,53895.4363,4.121296296296297,0.11814814814814813
恒锋工具,948.7512,7.6834,47940.809,4.807941176470588,0.24760563380281683
恒顺醋业,1268.3614,2.5757,94606.5748,22.352857142857143,0.25529411764705884
恩华药业,7388.7148,16.0947,138078.9425,18.09375,-0.5449999999999999
恩捷股份,3850.26,6.0937,31281.69,5.803181818181819,-1.2480000000000002
恺英网络,78251.4132,95.7993,2309828.8199,4.2579679144385025,-1.0774278215223096
悦心健康,12133.816,12.7819,327918.03599999996,20.635,0.13444444444444437
悦达投资,23291.0,24.3319,415845.81320000003,25.722631578947368,-0.6331818181818182
惠伦晶体,6110.3338,30.817,154366.0828,5.3464024390243905,2.2920833333333333
惠博普,11586.414999999999,4.8221,51086.1654,5.965,4.506363636363637
惠发食品,3766.0607,16.9823,18528.2128,2.81974358974359,2.977857142857143
惠城环保,332.74,3.3274,75115.735,12.72864406779661,-0.7498305084745763
惠天热电,7784.184800000001,14.3133,12512.9089,4.27,-0.718235294117647
惠泉啤酒,1140.6753999999999,4.5576,34946.2941,12.708181818181817,0.21727272727272703
惠程科技,231404.0503,247.0035,2027952.8487,6.627028423772609,0.6564090909090909
惠而浦,4555.8038,5.9441999999999995,519468.1723,52.137692307692305,1.616923076923077
惠达卫浴,6494.8788,17.598,16046.1666,0.549493670886076,-1.2198734177215191
意华股份,1023.86,5.9959,10642.3786,5.666363636363637,3.5236363636363635
慈文传媒,10024.4304,25.7895,264354.2044,9.325384615384616,0.10780487804878051
慈星股份,22019.617599999998,22.8101,137743.481,7.815454545454545,-1.7127906976744187
成都先导,2787.3192,6.9536,19864.8858,6.195,-0.06125000000000003
成都路桥,87801.0483,115.3744,935553.8156,7.822608695652174,-1.275
成都银行,42872.9908,11.8721,295466.2172,4.812941176470588,-2.2641176470588236
成飞集成,685.0,1.9898,898.016,0.2381818181818182,-0.7263636363636364
我乐家居,5425.9652,7.7914,34135.89,1.3646835443037975,0.2451075268817205
我武生物,732.0,4.5299,8340.8464,5.735555555555555,-3.3833333333333333
我爱我家,38066.12,21.9368,112474.154,3.34,-0.5894117647058823
扬农化工,281.3048,0.908,6951.8244,5.61,-0.0925000000000001
扬子新材,10921.503999999999,24.8366,349329.089,6.770594059405941,-0.4195049504950495
扬帆新材,8586.8273,37.7797,95030.60369999999,5.418777777777778,3.1191397849462366
扬杰科技,5185.46,8.976,161019.4458,18.948333333333334,2.6531818181818183
承德露露,10409.8583,15.7909,164762.8932,6.954999999999999,-1.6449999999999998
抚顺特钢,49958.239499999996,50.2294,547593.9484,21.75404761904762,-0.5744897959183674
报喜鸟,25003.7724,25.216,53240.5428,5.551,-1.155
拓尔思,4188.3,7.3605,271140.8352,42.235,0.23166666666666666
拓斯达,3658.0768,20.1537,8407.3459,2.3318181818181816,-0.8992
拓日新能,598.8,0.32,199.6,0.08,-4.255
拓普集团,5618.82,8.4561,6994.308,1.7633333333333334,0.7416666666666667
拓维信息,9840.9399,8.9397,147161.864,3.9317647058823533,-0.6058823529411765
拓邦股份,1296.4706,5.4082,7994.8231,3.0516666666666663,-0.6885714285714285
招商公路,10498.662400000001,1.7,301395.2864,6.1,-0.03
招商南油,14826.327000000001,2.9976,201572.4546,4.529999999999999,-0.30000000000000004
招商积余,11854.7027,6.8864,179138.1925,5.824827586206897,1.8705263157894736
招商蛇口,36263.6882,4.8197,196687.3731,2.6270000000000002,-1.6285714285714283
招商证券,45557.4568,6.0648,73198.2895,0.911875,-1.2362962962962962
招商银行,1370652.9821,36.2765,5569508.517200001,7.02,-1.19
振东制药,38385.0074,35.9625,745343.6155000001,12.212153846153846,2.5142499999999997
振华股份,720.73,3.2802000000000002,6864.68,1.4195454545454547,-3.8490909090909096
振江股份,4955.3519,34.8957,48516.483,3.586320754716981,-0.5052173913043477
振芯科技,5155.2,9.272,102802.4,14.222307692307691,-2.0030769230769234
捷佳伟创,5692.7,17.736,80795.63,5.471521739130435,-2.194782608695652
捷成股份,37122.0301,16.224,295541.0761,4.669130434782609,-0.41069444444444436
捷捷微电,2280.0,11.9625,263.0628,0.24500000000000002,1.0866666666666667
捷荣技术,1387.8600000000001,5.749099999999999,18887.58,5.518571428571429,0.3492857142857143
捷顺科技,4335.454,4.4048,12098.6496,1.719090909090909,-1.9828571428571427
掌趣科技,142218.481,49.2203,638790.3848,3.2992771084337353,-0.5934782608695652
掌阅科技,12485.6923,31.1449,56988.9563,4.4425,-1.6034375
探路者,3988.2257999999997,2.3916000000000004,2169.901,1.055,0.7571428571428571
搜于特,85581.15209999999,25.521,1028836.6778000001,6.276603773584906,-0.45819672131147543
摩恩电气,28185.5582,61.8081,448993.00049999997,6.233353658536585,0.3139520958083833
敦煌种业,1050.0,1.9546000000000001,11025.0,6.966666666666666,-7.5249999999999995
数字政通,326.1744,2.5833,196.9794,0.52,1.07
数字认证,3937.5,17.416600000000003,126842.0832,5.069928057553957,1.296013986013986
数据港,645.8163,3.0663,9123.9192,4.8133333333333335,0.3466666666666667
数源科技,3692.2732,12.5586,132423.8152,50.04666666666667,-0.9244444444444445
数码视讯,4927.68,13.6326,18716.16,3.9764285714285714,2.4125
文一科技,22940.2803,121.3847,118744.451,5.431811594202899,1.5976923076923077
文化长城,3754.4,16.2259,5571.43,1.3748148148148147,-0.7523684210526316
文山电力,1184.63,2.4732,231125.6,20.125833333333333,0.04481481481481483
文峰股份,109397.7702,61.9031,1053503.6797,21.496153846153845,0.386734693877551
文投控股,66589.0218,37.061,945016.6454,4.734014084507042,-2.2712337662337663
文科园林,2604.96,10.5156,2995.04,3.02,0.3425
斯莱克,3284.6988,5.94,1376.8572,1.1880000000000002,-0.9989999999999999
斯达半导,580.8976,3.6307,10586.96,16.5425,2.095
斯迪克,506.2974,2.7132,5475.5772,2.7899999999999996,-1.8699999999999999
新世界,33950.9238,57.3838,227680.363,1.9583152173913043,-1.4354347826086957
新乡化纤,42842.124,34.3568,1092354.1402,10.474819277108434,-1.8956626506024097
新五丰,19125.0779,31.3201,335740.6319,11.141636363636364,-0.7767213114754099
新亚制程,10035.7101,21.7612,1021405.7209000001,39.73557692307692,-0.5409259259259259
新余国科,376.49,2.5854,77483.1836,33.25875,1.0425
新元科技,4826.1233,33.0065,79220.2418,3.4826016260162604,-0.40499999999999986
新光光电,299.9892,2.9925,548.922,0.4575,2.856666666666667
新光药业,6977.9474,43.6117,466601.146,30.06453608247423,-3.002577319587629
新兴装备,624.1800000000001,5.3196,7097.01,5.04,1.09
新兴铸管,11568.1698,2.8986,947261.6352,39.559999999999995,-1.4666666666666668
新农开发,1675.1275,4.394,30607.987500000003,26.74333333333333,0.7466666666666667
新力金融,28001.0247,72.1672,539519.9472,10.507478991596638,-2.52496
新劲刚,355.755,2.7054,13917.1962,5.878333333333334,8.703333333333335
新北洋,19200.0796,33.8131,874682.9806,7.7206770833333325,-0.05072916666666664
新华传媒,8212.2026,7.8594,68955.5946,16.5,-0.04500000000000004
新华保险,877.5292,0.2812,488376.2126,31.310000000000002,0.2679999999999999
新华制药,2506.7868,4.7784,97538.7346,19.322727272727274,-0.35923076923076924
新华文轩,5256.0,4.2596,252699.81,51.2,-0.2075
新华百货,24731.1334,107.5309,133065.0388,7.863066666666667,-2.11695652173913
新华网,1557.057,2.9949,4694.397,1.505,2.8699999999999997
新华联,20472.2943,11.7201,1475470.2042,18.133863636363635,-1.3743181818181818
新华都,6290.1997,10.2726,281534.3359,21.512083333333333,0.026296296296296307
新华锦,5779.575,10.5648,242343.7203,40.283125,1.2433333333333334
新和成,20034.297,8.4717,23765.0209,0.5740740740740741,-1.653939393939394
新国都,1.3,0.0,1.9,0.0,1.8039999999999998
新坐标,760.04,7.3542000000000005,2287.2,3.693333333333333,-0.044999999999999984
新城市,123.0964,0.985,5151.4286,20.61,-0.6749999999999999
新大正,72.68,0.676,3483.88,4.05,0.3800000000000001
新大陆,4315.095,1.6118000000000001,4446.622,0.6771428571428572,-0.0688888888888889
新天然气,2937.325,14.0996,17569.5762,1.2068131868131868,2.0419811320754717
新天科技,530.37,0.6674,365.59000000000003,0.04411764705882353,0.8794736842105264
新天药业,2757.648,23.5447,69385.709,10.042033898305085,-1.1084745762711865
新奥股份,39315.6976,28.9145,565453.169,8.074411764705882,-1.5738666666666665
新媒股份,5851.0997,29.2213,55716.1349,3.784177215189873,-0.7180952380952381
新宁物流,8090.8604,47.4105,92776.3742,9.727777777777776,-2.3346666666666667
新安股份,46.56,0.06,139.68,0.02,-1.396666666666667
新宏泰,484.84000000000003,3.2743,9842.16,5.110769230769231,-1.3353846153846154
新宏泽,3371.0,21.07,79611.47,15.550625,0.47875
新宙邦,900.0,2.3682,1801.4304000000002,1.58,-0.35666666666666663
新宝股份,13153.36,12.1158,669914.2837,19.629285714285714,-0.7991111111111111
新希望,28283.392,7.384,11860471.7005,21.835348837209303,-1.7774999999999999
新开普,2308.9953,10.1314,17129.0755,0.7186440677966102,-0.2290322580645162
新开源,4847.1341,10.7787,190716.41139999998,5.778823529411765,0.6206249999999999
新文化,35947.842,40.194,441464.5262,7.665342465753425,-0.14574712643678156
新日恒力,43627.5473,61.0698,139575.5983,3.1227586206896554,3.3895876288659794
新时达,951.1001,0.9251,1904.6779,0.43714285714285717,-0.727375
新易盛,2477.8289,10.4092,183833.8794,4.419942857142857,4.468285714285715
新晨科技,1854.46,6.978,287451.885,11.365555555555556,0.19070707070707069
新智认知,14941.1113,28.9807,114870.4743,2.7892941176470587,-0.5217
新朋股份,5010.816,0.0,0.0,,0.0
新泉股份,908.4452,0.0,0.0,,-0.42000000000000004
新洋丰,31257.8613,37.8941,49796.2466,2.743846153846154,-4.8575
新湖中宝,249380.8706,31.3014,6968425.8238,33.26375,-0.1420588235294118
新潮能源,161436.62290000002,34.583999999999996,831260.3348,2.1846153846153844,1.2904347826086955
新疆交建,3760.0,5.8301,241633.0,18.7305,0.42200000000000004
新疆众和,19681.1718,27.0962,350646.216,18.150000000000002,1.6963636363636363
新疆天业,1943.4895,1.9661,308228.7945,26.834615384615386,-1.1929896907216495
新疆火炬,8148.82,56.4026,64354.82,1.3658558558558558,0.7469616519174042
新研股份,60517.799699999996,40.637100000000004,354871.059,5.067872340425532,0.0799999999999999
新筑股份,15603.8564,23.2056,33878.6061,4.3730769230769235,-1.6612
新纶科技,12347.1977,13.8074,45454.100900000005,1.366060606060606,-1.6349999999999998
新经典,1963.84,14.4953,20138.260000000002,5.9403999999999995,-1.2824
新美星,10527.7491,33.0065,29736.1807,1.8362121212121212,0.27186046511627915
新能泰山,20557.4688,18.3405,1058758.2284,16.430196078431372,-0.9588888888888889
新莱应材,2124.4702,17.578400000000002,4520.1432,1.4492857142857143,-0.8049999999999999
新赛股份,4226.0404,10.1713,342871.7809,32.2508,2.1715999999999998
新通联,2148.23,11.3339,19172.02,3.6659375,-0.710625
新金路,39183.1158,64.3398,165309.9974,5.120754716981132,-1.2256603773584904
新集能源,73030.0202,26.474,473854.8722,15.243333333333332,-2.0449999999999995
新雷能,4334.8,26.9594,105523.3666,1.6106746987951805,-2.882964705882353
新黄浦,100466.3213,165.4158,494665.342,4.515103092783505,-0.44
方大炭素,28327.99,14.6563,739548.9845,14.201,-1.1742424242424243
方大特钢,59811.4336,44.44,617103.7588000001,7.857142857142857,-0.7707142857142858
方大集团,16326.9839,14.1854,298953.3655,8.261818181818182,-1.1836363636363636
方正电机,23548.9572,59.3605,219518.5313,4.440608695652174,1.7250188679245284
方正证券,253490.1584,32.7941,2841516.6281,6.089428571428571,-1.3211428571428572
方盛制药,7273.6912,16.8246,63489.5636,6.399565217391304,-0.6565217391304349
方直科技,523.3,1.3196,215.72,0.34,-1.2328571428571427
方邦股份,1124.364,13.7205,10552.3662,6.282857142857143,0.565
旋极信息,18312.0238,3.7691999999999997,4344.0464,0.5825,-0.2064705882352941
旗天科技,17739.1273,37.8399,114969.8429,4.277741935483871,2.8715277777777777
旗滨集团,8323.52,5.6076,40020.0068,1.6175,-3.1984375000000003
无锡银行,8478.8612,4.5842,263502.5027,5.272592592592593,0.11925925925925927
日出东方,11937.7312,14.9289,48107.184,0.7911842105263158,-0.794342105263158
日发精机,22210.9037,7.9862,187095.9625,17.60285714285714,1.6084090909090911
日播时尚,925.5,2.6064,76025.49,52.794999999999995,-0.053333333333333774
日月股份,5588.6511,11.3946,93908.1624,3.423,3.283333333333333
日海智能,20723.1387,65.0042,235817.00879999998,7.262346938775511,1.1540816326530612
日照港,19842.666,6.3673,2505276.2887,25.4546875,-0.5935294117647059
日盈电子,3684.3,40.9919,23940.1,3.576184210526316,0.1709756097560976
日科化学,11893.9553,26.994899999999998,71254.5318,6.9725,-0.26500000000000007
日辰股份,443.70000000000005,4.5,1331.1882,2.25,-2.0133333333333336
旭升股份,1547.37,3.4611,11485.257,5.138,0.9179999999999999
时代出版,9685.1369,19.148699999999998,548666.1491,36.157333333333334,-0.8366666666666667
时代新材,5945.8628,7.9849,120687.3302,9.692857142857143,-0.708076923076923
旷达科技,1873.5906,1.26,1873.5906,0.42,-0.3166666666666667
旺能环境,261.634,2.1751,654.2097,1.3175,-0.1725
昂利康,364.1764,4.0165,10694.0929,0.9992372881355932,-2.1578813559322034
昂立教育,36072.0211,127.1107,321160.6567,6.1792473118279565,-4.416190476190476
昆仑万维,20309.6641,16.0827,311584.1203,14.076842105263157,-0.11749999999999994
昆药集团,4293.0855,13.306000000000001,29879.6851,3.2331034482758616,-1.26
昇兴股份,18531.357,18.6485,1782008.4049,34.49709677419355,-0.10523076923076922
昇辉科技,3028.5472,11.3383,9646.3763,3.888888888888889,0.052222222222222246
昊华科技,8128.5830000000005,19.3469,234854.01489999998,15.829500000000001,0.9045833333333334
昊华能源,3636.9726,3.0282,907131.0264,62.995,-0.49000000000000005
昊志机电,7085.0023,29.1766,312208.7167,5.157818181818182,0.47542600896860976
昊海生科,133.8042,0.4076,1766.1958,5.0,0.405
明德生物,841.8,12.6444,8740.1184,5.47,1.7633333333333334
明星电力,4891.0085,15.091199999999999,9092.184700000002,5.012,-1.134
明泰铝业,4319.6668,9.2126,82016.4975,5.631935483870968,2.1093548387096774
明牌珠宝,5085.367,7.7073,11610.9002,0.8136666666666666,-0.35625000000000007
明阳智能,68325.7417,42.2672,850581.2475,7.723432835820896,-0.1967164179104476
明阳电路,214.78,0.7694,2383.98,4.27,12.28
易事特,43197.9208,20.8071,2374555.6275,31.136060606060607,-1.1820000000000002
易华录,3634.9945,5.7999,12480.392100000001,0.843,0.12838709677419347
易天股份,450.88,5.1967,3249.2662,6.256666666666667,0.21500000000000008
易尚展示,4490.1174,26.3653,92501.0974,4.80368,0.1284375
易德龙,2560.0,15.9699,56485.456,22.02625,-1.409375
易成新能,29515.5549,52.6527,1230129.255,11.438947368421053,-3.3367368421052634
易明医药,4079.7906,21.3242,329338.3141,7.454329004329004,-0.342987012987013
易联众,24453.7404,42.2033,290009.7462,8.125421686746988,-2.6972093023255814
易见股份,28786.533199999998,30.4695,1540148.6512,24.276140350877192,
星云股份,6526.2824,17.093500000000002,6281.44,5.6875,-0.27
星光农机,7406.7334,29.791900000000002,110474.8536,2.0604186046511628,-0.0984186046511628
星宇股份,1686.8524,4.5358,2114.6126,0.5493750000000001,-0.8432142857142857
星帅尔,2109.0479,14.1951,16065.9827,2.36468085106383,-0.7886000000000002
星徽股份,7623.673,20.2675,237679.4418,5.639920634920635,1.5914074074074072
星星科技,20981.393,31.4975,402335.3242,9.026,-1.582
星期六,29427.482799999998,46.5311,892653.7565,11.129256198347107,3.695785123966942
星湖科技,26701.1354,37.0504,954521.3444000001,13.643142857142857,-0.8606481481481482
星源材质,4502.621,18.851599999999998,15072.987,3.4134782608695655,0.40515151515151515
星网宇达,1060.6092,6.583600000000001,12245.6606,4.484705882352942,1.7464705882352942
星网锐捷,29882.9958,49.5561,665260.3511,13.742282608695652,1.272857142857143
星辉娱乐,10938.174500000001,7.323,33732.227999999996,1.508888888888889,-1.2608
映翰通,51.6642,0.9854,2533.3678,8.049999999999999,3.9766666666666666
春光科技,908.0,6.7485,2430.0,2.5814285714285714,3.4842857142857144
春兰股份,2533.9817999999996,4.8777,16519.0902,5.3,0.26666666666666666
春兴精工,16022.177,10.4776,21784.4467,1.0794736842105264,1.4484375
春秋电子,5099.1708,14.982899999999999,26924.1576,4.806666666666667,0.4933333333333334
春秋航空,8644.564699999999,9.4336,89698.6689,2.126086956521739,0.7980434782608696
春风动力,1029.57,7.6592,41124.8458,23.542307692307688,0.869375
昭衍新药,1663.0176,9.3409,18070.4994,2.6655555555555552,2.5812820512820513
晋亿实业,39519.5302,49.8541,2832189.8556,53.32641791044776,-0.42313432835820897
晋控煤业,81.75999999999999,0.048999999999999995,480784.25399999996,57.456,0.6799999999999999
晋控电力,18300.0381,5.9469,1825340.2098,28.24857142857143,0.47
晋西车轴,910.0,0.9514,195676.1775,21.055,-0.40499999999999997
晓程科技,5371.0,47.332,16030.0,10.444285714285714,3.8485714285714288
晨光文具,18145.54,18.9707,98875.06,2.3326086956521737,-2.3014285714285716
晨光生物,913.4496,0.5634,1635.4812,0.17666666666666667,0.20875
晨化股份,2212.0198,14.4939,19891.1891,2.0013636363636365,-1.027205882352941
晨曦航空,3648.7619,23.2375,321908.7422,12.315195530726257,0.5374301675977654
晨鸣纸业,5345.2302,1.8069,404059.5525,15.313333333333333,-3.6333333333333337
普丽盛,3154.34,30.2768,123716.92,7.407365269461078,0.10148809523809528
普元信息,253.1188,2.6532,1907.92,5.0,1.23
普利制药,21551.8497,71.199,771074.3057,6.345275310834813,2.0503846153846155
